customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
1173-XZPYF,Female,60,No,0,Torrance,90501,33.83369900,-118.31438700,0,11,"Offer D",Yes,10.95,Yes,Yes,"Fiber Optic",29.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.20,990.30,0.00,0.00,120.45,1110.75,Stayed,,
1174-FGIFN,Female,44,Yes,1,"Squaw Valley",93675,36.71914100,-119.20267700,7,28,"Offer C",Yes,26.28,Yes,Yes,"Fiber Optic",19.00,No,No,No,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",90.45,2509.25,0.00,0.00,735.84,3245.09,Stayed,,
1177-XZBJL,Male,35,Yes,2,Palermo,95968,39.43575600,-121.55207100,1,53,"Offer B",Yes,37.57,Yes,Yes,DSL,15.00,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",64.15,3491.55,0.00,0.00,1991.21,5482.76,Stayed,,
1183-CANVH,Female,55,Yes,0,Escondido,92027,33.14126500,-116.96722100,5,23,"Offer D",Yes,1.39,No,Yes,DSL,18.00,No,No,No,Yes,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",60.00,1347.15,0.00,0.00,31.97,1379.12,Stayed,,
1184-PJVDB,Male,38,Yes,0,"Amador City",95601,38.43140700,-120.84210000,1,10,None,Yes,11.30,No,Yes,"Fiber Optic",4.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.95,857.20,0.00,0.00,113.00,970.20,Churned,Competitor,"Competitor had better devices"
1187-WILMM,Male,39,Yes,0,Lindsay,93247,36.20546500,-119.08580700,6,63,None,Yes,44.55,Yes,Yes,DSL,29.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",89.40,5597.65,0.00,0.00,2806.65,8404.30,Stayed,,
1193-RTSLK,Female,26,No,0,"Happy Camp",96039,41.83190100,-123.48747800,0,38,None,Yes,36.18,No,Yes,"Fiber Optic",48.00,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",83.90,3233.60,0.00,0.00,1374.84,4608.44,Churned,Competitor,"Competitor offered higher download speeds"
1194-HVAIF,Female,21,Yes,0,"Capistrano Beach",92624,33.45875400,-117.66510400,1,27,"Offer C",Yes,18.42,Yes,Yes,"Fiber Optic",26.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",95.00,2462.55,0.00,0.00,497.34,2959.89,Stayed,,
1195-OIYEJ,Male,54,No,0,"La Puente",91746,34.03898300,-117.99137200,0,13,"Offer D",Yes,5.43,No,Yes,"Fiber Optic",26.00,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",91.10,1135.70,0.00,80.00,70.59,1286.29,Churned,Attitude,"Attitude of support person"
1196-AMORA,Male,63,No,0,"Big Creek",93605,37.17277000,-119.29970000,0,7,None,Yes,38.07,Yes,Yes,"Fiber Optic",28.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",73.60,520.00,0.00,0.00,266.49,786.49,Churned,Competitor,"Competitor offered more data"
1197-BVMVG,Female,65,No,0,Friant,93626,37.02766300,-119.69056000,0,4,None,Yes,4.29,Yes,Yes,"Fiber Optic",7.00,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74.45,294.45,0.00,0.00,17.16,311.61,Stayed,,
1200-TUZHR,Female,70,No,0,Posey,93260,35.86192800,-118.63669800,0,8,"Offer E",Yes,44.63,Yes,Yes,"Fiber Optic",29.00,No,No,No,No,No,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",85.20,695.75,0.00,0.00,357.04,1052.79,Stayed,,
1202-KKGFU,Female,24,Yes,0,Korbel,95550,40.76660000,-123.80458000,4,12,"Offer D",Yes,23.99,No,Yes,DSL,51.00,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",54.20,690.50,0.00,0.00,287.88,978.38,Stayed,,
1205-WNWPJ,Female,54,No,0,Lakehead,96051,40.88385300,-122.41825800,0,7,"Offer E",Yes,2.24,No,Yes,DSL,22.00,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",59.50,415.95,0.00,0.00,15.68,431.63,Churned,Other,Moved
1206-EHBDD,Female,56,Yes,0,Rodeo,94572,38.02721800,-122.23463000,9,56,"Offer B",Yes,4.24,No,Yes,"Fiber Optic",15.00,Yes,No,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",80.30,4513.65,0.00,0.00,237.44,4751.09,Stayed,,
1208-DNHLN,Male,60,Yes,0,"Grizzly Flats",95636,38.63610200,-120.52214900,1,23,None,Yes,5.80,Yes,Yes,DSL,12.00,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Credit Card",48.35,1067.15,0.00,0.00,133.40,1200.55,Churned,Other,"Don't know"
1208-NBVFH,Male,63,Yes,1,Perris,92570,33.78729800,-117.32067600,5,20,None,Yes,13.18,No,Yes,Cable,10.00,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.60,939.80,0.00,0.00,263.60,1203.40,Stayed,,
1212-GLHMD,Male,54,No,0,"San Joaquin",93660,36.60019300,-120.15339300,0,3,"Offer E",Yes,18.26,No,Yes,"Fiber Optic",29.00,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",86.05,244.85,0.00,0.00,54.78,299.63,Joined,,
1213-NGCUN,Female,49,No,0,"San Diego",92111,32.80551800,-117.16905200,0,6,"Offer E",Yes,48.89,No,Yes,DSL,22.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.65,267.35,0.00,0.00,293.34,560.69,Churned,Dissatisfaction,"Lack of self-service on Website"
1215-FIGMP,Male,27,No,0,"Los Angeles",90077,34.10208400,-118.45162900,0,60,"Offer B",Yes,42.88,Yes,Yes,"Fiber Optic",52.00,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.90,5450.70,0.00,0.00,2572.80,8023.50,Stayed,,
1216-BGTSP,Male,30,No,0,Imperial,92251,32.85859500,-115.66270900,0,45,None,Yes,5.97,Yes,Yes,"Fiber Optic",73.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",108.45,4964.70,0.00,0.00,268.65,5233.35,Stayed,,
1216-JWVUX,Male,51,Yes,3,"San Miguel",93451,35.88676700,-120.60866100,4,25,None,Yes,4.46,No,Yes,"Fiber Optic",58.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.50,1901.05,0.00,0.00,111.50,2012.55,Stayed,,
1217-VASWC,Male,77,Yes,0,"Avila Beach",93424,35.18664400,-120.72830500,10,43,"Offer B",Yes,37.09,No,Yes,"Fiber Optic",8.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",100.55,4304.00,0.00,0.00,1594.87,5898.87,Stayed,,
1219-NNDDO,Female,51,No,0,"Los Angeles",90015,34.03922400,-118.26629300,0,9,"Offer E",Yes,42.41,Yes,Yes,"Fiber Optic",8.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.85,663.55,0.00,0.00,381.69,1045.24,Stayed,,
1221-GHZEP,Female,45,No,0,Hemet,92544,33.64458500,-116.87154400,0,62,None,Yes,23.18,No,Yes,DSL,18.00,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",65.10,3846.75,0.00,0.00,1437.16,5283.91,Stayed,,
1226-IENZN,Male,68,No,0,"Los Angeles",90024,34.06630300,-118.43547900,0,16,"Offer D",Yes,39.52,No,Yes,"Fiber Optic",17.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.75,1218.25,0.00,0.00,632.32,1850.57,Stayed,,
1226-UDFZR,Female,26,No,0,Lafayette,94549,37.90777700,-122.12716100,0,2,"Offer E",Yes,21.28,No,Yes,Cable,26.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",49.60,114.70,0.00,0.00,42.56,157.26,Churned,Dissatisfaction,"Network reliability"
1227-UDMZR,Female,53,Yes,0,Fremont,94536,37.57227300,-121.96458300,4,72,None,Yes,2.95,Yes,Yes,Cable,26.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",91.15,6637.90,0.00,0.00,212.40,6850.30,Stayed,,
1228-FZFRV,Male,37,Yes,0,"Los Angeles",90007,34.02733700,-118.28515000,0,50,None,Yes,20.88,Yes,Yes,"Fiber Optic",13.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",105.95,5341.80,0.00,0.00,1044.00,6385.80,Churned,Price,"Extra data charges"
1228-ZLNBX,Male,25,No,0,Farmington,95230,37.95696300,-120.86305500,0,21,None,Yes,3.26,Yes,Yes,"Fiber Optic",51.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",75.30,1570.70,0.00,0.00,68.46,1639.16,Stayed,,
1229-RCALF,Female,37,Yes,0,"San Jose",95117,37.31108800,-121.96178600,1,64,None,Yes,46.44,Yes,Yes,"Fiber Optic",29.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",115.00,7396.15,0.00,0.00,2972.16,10368.31,Stayed,,
1230-QAJDW,Male,32,No,0,"Somes Bar",95568,41.44460600,-123.47189500,0,3,None,Yes,42.68,Yes,Yes,Cable,27.00,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",65.25,209.90,0.00,0.00,128.04,337.94,Joined,,
1236-WFCDV,Male,74,No,0,Greenbrae,94904,37.94661700,-122.56357100,0,14,None,Yes,11.31,No,Yes,"Fiber Optic",24.00,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,"Credit Card",90.45,1266.10,0.00,0.00,158.34,1424.44,Churned,Competitor,"Competitor offered more data"
1247-QBVSH,Female,41,Yes,2,"Santa Margarita",93453,35.30392600,-120.25656700,1,43,"Offer B",Yes,14.64,No,Yes,DSL,19.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",50.20,2169.40,0.00,0.00,629.52,2798.92,Stayed,,
1251-KRREG,Male,22,No,0,"North Hollywood",91601,34.16920000,-118.37249800,0,2,None,Yes,44.31,Yes,Yes,DSL,73.00,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",54.40,114.10,0.00,0.00,88.62,202.72,Churned,Price,"Price too high"
1251-STYSZ,Female,66,No,0,Glenhaven,95443,39.04524600,-122.74318100,0,4,None,Yes,8.75,Yes,Yes,"Fiber Optic",4.00,Yes,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",80.25,303.70,0.00,30.00,35.00,368.70,Stayed,,
1254-IZEYF,Female,74,No,0,Cutler,93615,36.49789500,-119.28548400,0,31,None,Yes,39.36,Yes,Yes,"Fiber Optic",4.00,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.95,3186.65,0.00,0.00,1220.16,4406.81,Churned,Competitor,"Competitor made better offer"
1258-YMZNM,Female,70,No,0,Montara,94037,37.54058200,-122.50959400,0,27,"Offer C",Yes,35.76,Yes,Yes,"Fiber Optic",4.00,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",110.50,2857.60,0.00,0.00,965.52,3823.12,Stayed,,
1260-TTRXI,Male,64,No,0,Planada,95365,37.32972500,-120.30639900,0,4,"Offer E",Yes,40.15,No,Yes,DSL,19.00,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",54.30,195.30,0.00,80.00,160.60,435.90,Churned,Price,"Long distance charges"
1262-OPMFY,Female,46,Yes,0,"San Diego",92130,32.95719500,-117.20254200,1,9,"Offer E",Yes,31.75,No,Yes,"Fiber Optic",25.00,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.75,655.90,0.00,0.00,285.75,941.65,Churned,Competitor,"Competitor made better offer"
1264-BYWMS,Male,40,No,0,"La Grange",95329,37.66658700,-120.41151700,0,55,"Offer B",Yes,47.38,Yes,Yes,"Fiber Optic",29.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.80,5283.95,0.00,0.00,2605.90,7889.85,Churned,Competitor,"Competitor offered more data"
1265-BCFEO,Female,30,Yes,0,Alamo,94507,37.85571700,-121.99481300,1,71,"Offer A",Yes,26.58,Yes,Yes,Cable,27.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",80.45,5662.25,0.00,0.00,1887.18,7549.43,Stayed,,
1265-HVPZB,Male,49,Yes,0,Winnetka,91306,34.20953200,-118.57756300,3,59,None,Yes,16.06,No,Yes,DSL,4.00,Yes,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Credit Card",66.40,3958.20,0.00,0.00,947.54,4905.74,Stayed,,
1265-XTECC,Female,68,Yes,0,Madera,93638,37.00406800,-119.93002700,5,68,None,Yes,1.98,Yes,Yes,"Fiber Optic",19.00,Yes,Yes,No,No,No,Yes,No,Yes,"One Year",Yes,"Credit Card",96.55,6581.90,0.00,0.00,134.64,6716.54,Churned,Attitude,"Attitude of service provider"
1265-ZFOSD,Female,33,Yes,0,Stonyford,95979,39.28812700,-122.41584100,6,64,None,Yes,16.61,Yes,Yes,Cable,4.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",81.30,5129.30,22.34,0.00,1063.04,6170.00,Stayed,,
1266-NZYUI,Female,56,Yes,0,"Lee Vining",93541,37.89014500,-119.18408700,6,72,"Offer A",Yes,14.65,Yes,Yes,DSL,20.00,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",66.85,4758.80,0.00,0.00,1054.80,5813.60,Stayed,,
1268-ASBGA,Female,66,Yes,0,"Huntington Park",90255,33.97803000,-118.21714100,1,16,"Offer D",Yes,9.93,Yes,Yes,"Fiber Optic",27.00,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",85.35,1375.15,0.00,0.00,158.88,1534.03,Churned,Dissatisfaction,"Limited range of services"
1271-UODNO,Male,60,No,0,"San Jose",95118,37.25547900,-121.88983800,0,39,None,Yes,5.40,Yes,Yes,DSL,16.00,No,No,No,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",53.85,2200.70,46.66,0.00,210.60,2364.64,Stayed,,
1273-MTETI,Female,69,No,0,"Rancho Cucamonga",91737,34.24528900,-117.64250300,0,4,None,Yes,12.86,Yes,Yes,"Fiber Optic",4.00,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,372.45,0.00,0.00,51.44,423.89,Churned,Other,"Don't know"
1285-OKIPP,Male,62,No,3,"Mission Hills",91345,34.26638900,-118.45974400,0,1,None,Yes,23.20,No,Yes,"Fiber Optic",21.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",79.90,79.90,0.00,0.00,23.20,103.10,Churned,Attitude,"Attitude of support person"
1291-CUOCY,Male,55,Yes,0,Yorkville,95494,38.88835100,-123.23964700,7,72,None,Yes,4.32,Yes,Yes,"Fiber Optic",18.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",110.60,7962.20,0.00,0.00,311.04,8273.24,Stayed,,
1297-VQDRP,Male,80,Yes,1,"Foothill Ranch",92610,33.69872800,-117.67768000,0,68,"Offer A",Yes,32.11,Yes,Yes,"Fiber Optic",12.00,No,No,Yes,Yes,Yes,Yes,No,No,"One Year",Yes,"Credit Card",107.15,7379.80,0.00,50.00,2183.48,9613.28,Stayed,,
1298-PHBTI,Male,40,Yes,3,"Los Angeles",90049,34.09182900,-118.49124400,9,71,None,Yes,33.67,Yes,Yes,"Fiber Optic",75.00,No,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",84.80,6152.40,0.00,0.00,2390.57,8542.97,Stayed,,
1302-UHBDD,Male,70,No,0,"Ladera Ranch",92694,33.56918600,-117.64005500,0,20,"Offer D",Yes,48.46,No,Yes,"Fiber Optic",23.00,No,No,No,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",89.95,1648.45,0.00,0.00,969.20,2617.65,Stayed,,
1303-SRDOK,Female,52,Yes,2,"Rio Dell",95562,40.48584900,-124.16323400,3,55,"Offer B",Yes,27.87,No,Yes,"Fiber Optic",17.00,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",69.05,3842.60,0.00,0.00,1532.85,5375.45,Stayed,,
1304-BCCFO,Male,24,Yes,0,Redlands,92374,34.06407300,-117.16615800,2,9,None,Yes,14.91,No,Yes,Cable,82.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",70.05,564.40,0.00,0.00,134.19,698.59,Stayed,,
1304-NECVQ,Female,69,No,0,Somis,93066,34.29762800,-119.01462700,0,2,"Offer E",Yes,43.96,Yes,Yes,"Fiber Optic",14.00,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.55,149.55,0.00,0.00,87.92,237.47,Churned,Competitor,"Competitor made better offer"
1304-SEGFY,Female,57,Yes,0,"National City",91950,32.67102000,-117.09523500,7,72,"Offer A",Yes,2.56,Yes,Yes,"Fiber Optic",24.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",97.85,6841.30,0.00,0.00,184.32,7025.62,Stayed,,
1307-ATKGB,Male,21,No,0,"Santa Clara",95054,37.39355400,-121.96511400,0,24,None,Yes,27.91,No,Yes,"Fiber Optic",59.00,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.55,2187.15,0.00,0.00,669.84,2856.99,Stayed,,
1307-TVUFB,Male,66,No,0,"Santa Ynez",93460,34.63035600,-120.03256400,0,42,None,Yes,13.51,Yes,Yes,"Fiber Optic",19.00,No,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",-5.00,3344.10,0.00,0.00,567.42,3911.52,Stayed,,
1309-BXVOQ,Male,27,Yes,0,"Old Station",96071,40.65628700,-121.42896500,1,21,"Offer D",Yes,21.83,Yes,Yes,"Fiber Optic",59.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",106.10,2249.95,0.00,0.00,458.43,2708.38,Churned,Price,"Long distance charges"
1309-XGFSN,Male,72,Yes,1,"Pinon Hills",92372,34.45932200,-117.62972900,1,52,None,Yes,7.04,Yes,Yes,DSL,22.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",80.85,4079.55,0.00,0.00,366.08,4445.63,Stayed,,
1310-QRITU,Female,40,No,0,Hinkley,92347,34.98380800,-117.23930600,0,18,None,Yes,38.32,Yes,Yes,DSL,20.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.30,913.30,0.00,0.00,689.76,1603.06,Stayed,,
1319-YLZJG,Male,62,Yes,0,"Dutch Flat",95714,39.19721500,-120.83679000,9,12,"Offer D",Yes,39.00,No,Yes,"Fiber Optic",7.00,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.60,959.90,0.00,0.00,468.00,1427.90,Stayed,,
1320-GVNHT,Male,56,Yes,2,Glendale,91207,34.18237800,-118.26292200,4,72,None,Yes,27.88,Yes,Yes,"Fiber Optic",30.00,Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",108.40,7767.25,0.00,30.00,2007.36,9804.61,Stayed,,
1320-HTRDR,Female,30,No,0,Fellows,93224,35.21573100,-119.57013000,0,3,"Offer E",Yes,47.51,Yes,Yes,"Fiber Optic",85.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.50,220.60,0.00,0.00,142.53,363.13,Churned,Attitude,"Attitude of service provider"
1320-REHCS,Male,75,No,0,Inglewood,90301,33.95644500,-118.35863400,0,52,None,Yes,23.04,Yes,Yes,"Fiber Optic",25.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",110.75,5832.00,6.26,0.00,1198.08,7023.82,Stayed,,
1323-OOEPC,Female,45,Yes,0,Prather,93651,37.00723800,-119.50566100,1,53,None,Yes,41.74,Yes,Yes,"Fiber Optic",24.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",98.40,5149.50,0.00,0.00,2212.22,7361.72,Churned,Price,"Extra data charges"
1324-NLTJE,Female,73,No,0,Emeryville,94608,37.83726000,-122.28764800,0,15,"Offer D",Yes,17.19,Yes,Yes,DSL,19.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",55.00,757.10,0.00,0.00,257.85,1014.95,Churned,Other,"Don't know"
1325-USMEC,Male,58,Yes,0,Pearblossom,93553,34.44523900,-117.89486800,10,70,"Offer A",Yes,48.00,Yes,Yes,"Fiber Optic",13.00,Yes,Yes,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",99.35,6944.50,0.00,0.00,3360.00,10304.50,Stayed,,
1334-PDUKM,Female,48,Yes,0,"Palomar Mountain",92060,33.30985200,-116.82309100,5,68,"Offer A",Yes,9.76,Yes,Yes,"Fiber Optic",15.00,No,Yes,Yes,No,No,No,No,No,"One Year",No,"Credit Card",86.45,5762.95,0.00,150.00,663.68,6576.63,Stayed,,
1335-HQMKX,Female,49,Yes,0,"Los Angeles",90044,33.95271400,-118.29206100,6,72,"Offer A",Yes,46.10,Yes,Yes,"Fiber Optic",23.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",101.35,7323.15,0.00,0.00,3319.20,10642.35,Stayed,,
1335-MXCSE,Male,24,Yes,1,Shoshone,92384,35.92425200,-116.18866800,5,55,None,Yes,46.61,No,Yes,DSL,30.00,No,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",55.25,3119.90,0.00,0.00,2563.55,5683.45,Stayed,,
1338-CECEE,Male,28,Yes,0,"Mount Hermon",95041,37.05116600,-122.05619400,4,41,None,Yes,13.58,Yes,Yes,DSL,51.00,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",68.50,2839.95,38.37,0.00,556.78,3358.36,Stayed,,
1342-JPNKI,Male,33,No,0,"Lake Forest",92630,33.64484900,-117.68425400,0,10,"Offer D",Yes,5.92,Yes,Yes,"Fiber Optic",11.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.05,834.10,0.00,0.00,59.20,893.30,Churned,Other,"Don't know"
1343-EHPYB,Male,61,Yes,0,"San Diego",92122,32.85723000,-117.20977400,2,63,None,Yes,48.95,Yes,Yes,"Fiber Optic",13.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.40,6603.00,0.00,0.00,3083.85,9686.85,Churned,Competitor,"Competitor made better offer"
1346-PJWTK,Male,63,Yes,0,Corona,92880,33.91804300,-117.61780900,1,61,None,Yes,17.73,No,Yes,"Fiber Optic",2.00,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",94.15,5731.85,0.00,0.00,1081.53,6813.38,Stayed,,
1346-UFHAX,Female,59,No,0,Woodbridge,95258,38.16960500,-121.31096400,0,13,"Offer D",Yes,33.69,Yes,Yes,"Fiber Optic",15.00,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",80.00,1029.35,0.00,0.00,437.97,1467.32,Stayed,,
1347-KTTTA,Male,22,Yes,0,"Canyon Country",91351,34.42251900,-118.42071700,10,64,"Offer B",Yes,40.49,No,Yes,"Fiber Optic",69.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",102.45,6654.10,0.00,0.00,2591.36,9245.46,Stayed,,
1352-HNSAW,Female,26,Yes,3,"Aliso Viejo",92656,33.57125900,-117.73191700,9,72,None,Yes,34.69,Yes,Yes,"Fiber Optic",59.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",115.60,8220.40,0.00,140.00,2497.68,10858.08,Stayed,,
1352-VHKAJ,Male,30,Yes,2,Berkeley,94709,37.87855400,-122.26609000,1,27,None,Yes,13.55,Yes,Yes,Cable,59.00,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",71.60,1957.10,0.00,140.00,365.85,2462.95,Stayed,,
1353-GHZOS,Male,22,Yes,0,"San Diego",92115,32.76250600,-117.07245000,10,22,"Offer D",Yes,6.03,No,Yes,DSL,51.00,Yes,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",59.75,1374.35,0.00,0.00,132.66,1507.01,Stayed,,
1353-LJWEM,Male,23,No,0,Cottonwood,96022,40.33639200,-122.44853300,0,11,"Offer D",Yes,28.76,No,Yes,DSL,27.00,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",-10.00,688.50,49.24,0.00,316.36,955.62,Stayed,,
1355-KUSBG,Female,56,Yes,2,"Fall River Mills",96028,41.01728200,-121.46894500,1,7,"Offer E",Yes,9.10,Yes,Yes,DSL,28.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",48.80,349.80,0.00,0.00,63.70,413.50,Stayed,,
1356-MKYSK,Male,44,No,0,"Castro Valley",94546,37.70832700,-122.08347300,0,6,"Offer E",Yes,46.59,No,Yes,DSL,7.00,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,"Credit Card",78.65,483.30,0.00,10.00,279.54,772.84,Stayed,,
1357-BIJKI,Male,46,Yes,0,"Mission Viejo",92691,33.61194500,-117.66586700,10,50,"Offer B",Yes,38.29,Yes,Yes,"Fiber Optic",16.00,No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",98.25,4858.70,3.55,0.00,1914.50,6769.65,Stayed,,
1357-MVDOZ,Male,25,Yes,1,Firebaugh,93622,36.78561800,-120.62538200,7,11,"Offer D",Yes,21.14,No,Yes,DSL,47.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",59.65,683.25,0.00,0.00,232.54,915.79,Stayed,,
1360-JYXKQ,Female,68,Yes,0,"South Gate",90280,33.94462400,-118.19261500,1,54,None,Yes,22.05,No,Yes,"Fiber Optic",17.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",99.10,5437.10,0.00,0.00,1190.70,6627.80,Stayed,,
